Date,Rainfall_Bastia_Umbra,Depth_to_Groundwater_P25,Temperature_Bastia_Umbra,Temperature_Petrignano,Volume_C10_Petrignano,Hydrometry_Fiume_Chiascio_Petrignano
18/03/2010,0,-27.22,8.5,7.8,-30076.704,2.6
19/03/2010,0,-27.16,9.6,9,-29795.04,2.5
20/03/2010,0,-27.08,11,10.4,-29649.888,2.5
21/03/2010,0,-26.95,11.5,10.9,-27330.048,2.5
22/03/2010,0,-26.94,11.9,11.6,-30145.824,2.5
23/03/2010,0,-26.9,13.3,13,-29899.584,2.5
24/03/2010,0,-26.88,13,12.9,-30392.928,2.5
25/03/2010,0,-26.85,13,12.5,-29750.976,2.4
26/03/2010,0,-26.78,13.9,13.3,-30524.256,2.4
27/03/2010,0,-26.71,12.2,12,-30421.44,2.4
28/03/2010,0,-26.64,12.7,12,-28461.024,2.4
29/03/2010,0,-26.63,12.4,11.4,-29742.336,2.4
30/03/2010,0,-26.55,13.6,13,-30382.56,2.4
31/03/2010,0,-26.56,13.1,12.5,-30345.408,2.4
1/4/2010,0,-26.58,10.9,10,-30392.064,2.3
2/4/2010,0,-26.56,11.3,10.8,-30416.256,2.3
3/4/2010,0,-26.58,10.8,10.2,-31186.08,2.3
4/4/2010,0,-26.51,7.6,7.3,-27911.52,2.4
5/4/2010,4.5,-26.34,9,8.5,-23087.808,2.7
6/4/2010,0,-26.35,9.8,9.3,-26806.464,2.6
7/4/2010,0,-26.38,12.1,11.7,-30120.768,2.5
8/4/2010,0,-26.33,12,11.6,-27752.544,2.5
9/4/2010,0,-26.35,12.7,12.8,-29311.2,2.4
10/4/2010,0,-26.34,13.6,12.7,-31201.632,2.4
11/4/2010,0,-26.21,7.5,6.9,-27103.68,2.5
12/4/2010,0.9,-26.2,9.3,9.6,-29438.208,2.5
13/04/2010,0,-26.17,9.8,9.4,-27343.008,2.2
14/04/2010,0,-26.11,10.9,10.3,-26569.728,2.1
15/04/2010,0,-26.17,12.9,12.5,-29223.936,2.1
16/04/2010,0,-26.16,11.8,11.8,-28342.656,2.2
17/04/2010,0,-26.15,11.5,11.4,-27753.408,2.4
18/04/2010,0,-26.09,12.2,12,-27562.464,2.5
19/04/2010,0,-26.1,12.2,11.4,-28880.064,2.5
20/04/2010,0,-26.1,13.4,12.6,-28311.552,2.5
21/04/2010,0,-26.1,14.9,14.2,-29424.384,2.4
22/04/2010,0,-26.05,16.1,15.5,-29222.208,2.3
23/04/2010,0,-26.04,13,12.7,-28227.744,2.3
24/04/2010,0,-25.98,14.8,14.3,-29229.12,2.4
25/04/2010,0,-25.98,16.5,16.6,-27742.176,2.4
26/04/2010,0,-25.98,18.5,17.9,-29704.32,2.3
27/04/2010,0,-26.03,16.8,16.2,-31035.744,2.3
28/04/2010,0,-26.01,17.4,17.1,-29166.912,2.2
29/04/2010,0,-26,16.9,16.7,-30972.672,2.1
30/04/2010,0,-25.99,17.2,16.5,-30746.304,2.1
1/5/2010,0,-25.97,17.3,16.3,-30464.64,2.2
2/5/2010,0,-25.79,16.3,15.6,-23686.56,2.4
3/5/2010,6.5,-25.69,17.5,16.5,-25918.272,2.5
4/5/2010,0,-25.65,16.6,16,-26576.64,2.5
5/5/2010,0.3,-25.73,14.4,14.2,-29960.064,2.4
6/5/2010,0,-25.76,10.9,10.4,-28631.232,2.3
7/5/2010,0,-25.78,13.2,12.6,-29571.264,2.3
8/5/2010,0,-25.78,14,13.3,-29838.24,2.3
9/5/2010,0,-25.69,14.7,13.9,-26657.856,2.3
10/5/2010,0,-25.66,16.3,15.9,-27371.52,2.3
11/5/2010,0,-25.61,16.4,16,-26873.856,2.4
12/5/2010,16.1,-25.65,16,15.4,-27857.088,2.4
13/05/2010,0,-25.63,14.3,13.5,-28105.056,2.5
14/05/2010,19.8,-25.6,13.2,12.7,-28744.416,2.9
15/05/2010,21.5,-25.49,11.6,11.4,-27272.16,3.4
16/05/2010,0,-25.51,12.6,12.2,-25475.904,3.3
17/05/2010,0,-25.53,14.3,13.6,-26365.824,3
18/05/2010,3.7,-25.55,15,14.4,-27584.064,2.9
19/05/2010,0,-25.5,13.7,12.8,-27372.384,2.8
20/05/2010,0,-25.52,14.4,14,-28449.792,2.7
21/05/2010,0,-25.52,15.7,15.3,-28963.008,2.6
22/05/2010,0,-25.52,16.7,16.2,-30829.248,2.6
23/05/2010,0,-25.49,18.2,17.5,-29011.392,2.5
24/05/2010,0,-25.32,19.5,18.6,-28904.256,2.4
25/05/2010,0,-25.39,20.2,18.8,-31125.6,2.4
26/05/2010,0,-25.41,19.9,18.1,-31501.44,2.4
27/05/2010,0,-25.38,20,18.8,-30908.736,2.4
28/05/2010,0,-25.38,19.2,18.1,-30739.392,2.4
29/05/2010,0,-25.4,20.1,19.2,-32482.08,2.4
30/05/2010,0,-25.33,20.6,19.7,-29677.536,2.4
31/05/2010,0,-25.23,18.6,18.1,-28594.08,2.4
1/6/2010,0,-25.25,18,17.1,-30461.184,2.4
2/6/2010,0,-25.21,17.2,16.2,-28308.96,2.4
3/6/2010,0.9,-25.09,14.8,14.3,-25761.888,2.4
4/6/2010,0,-25.14,18.3,17.6,-28021.248,2.4
5/6/2010,0,-25.27,21.4,20.8,-31977.504,2.4
6/6/2010,0,-25.26,22.9,21.9,-30821.472,2.3
7/6/2010,0,-25.27,22.8,21.6,-32004.288,2.2
8/6/2010,0,-25.32,23.5,22.4,-31758.912,2.1
9/6/2010,0,-25.36,24.2,22.8,-33098.976,2.1
10/6/2010,0,-25.39,25.6,24.4,-30704.832,2
11/6/2010,0,-25.43,24.7,23.3,-32209.92,2
12/6/2010,0,-25.47,23.4,22.4,-32903.712,2
13/06/2010,0,-25.33,23.5,22.6,-27499.392,2
14/06/2010,0,-25.38,23.9,22.8,-29272.32,2
15/06/2010,2.2,-25.41,22.5,21.9,-31068.576,2
16/06/2010,0,-25.36,22.2,21.1,-27599.616,2.2
17/06/2010,0,-25.39,22.3,21.2,-31855.68,2.4
18/06/2010,0,-25.42,21.5,20.8,-33058.368,2.3
19/06/2010,0,-25.36,18.4,17.8,-29752.704,2.3
20/06/2010,0,-25.08,17.7,17.1,-25219.296,2.3
21/06/2010,10.1,-24.98,14.2,13.6,-24400.224,2.4
22/06/2010,0,-25.09,18.2,17.9,-27198.72,2.4
23/06/2010,0,-25.14,19.7,19.4,-28289.088,2.2
24/06/2010,0,-25.17,20.4,20,-29485.728,2
25/06/2010,0,-25.27,21.5,21.1,-30600.288,2
26/06/2010,5.3,-25.29,19.6,18.5,-30438.72,2.1
27/06/2010,0,-25.04,21.7,20.9,-23444.64,2
28/06/2010,0,-25.16,23,22.7,-28064.448,2
29/06/2010,0,-25.24,23.9,23.3,-30966.624,2
30/06/2010,0,-25.35,24.4,23.6,-32664.384,2
1/7/2010,0,-25.45,25.1,24.3,-31624.128,2
2/7/2010,0,-25.48,25.6,24.6,-31777.92,2
3/7/2010,0,-25.56,26.5,25.9,-32197.824,2
4/7/2010,0,-25.53,26.4,24.8,-30106.944,2
5/7/2010,0,-25.57,26.2,25.2,-30697.92,2
6/7/2010,0,-25.6,26,25.1,-30252.096,2
7/7/2010,0,-25.66,25.9,25.4,-30770.496,2
8/7/2010,0,-25.76,24.9,24.8,-33139.584,2
9/7/2010,0,-25.81,25.9,25.2,-34349.184,2
10/7/2010,0,-25.88,27,26.5,-34620.48,2
11/7/2010,0,-25.75,27.2,26.3,-25498.368,2
12/7/2010,0,-25.8,26.3,25,-30932.928,2
13/07/2010,0,-25.89,27.3,26,-33521.472,2
14/07/2010,0,-25.95,28.6,27.3,-32718.816,2
15/07/2010,0,-26.04,29.2,27.7,-33359.904,2
16/07/2010,0,-26.12,29.9,28.7,-31145.472,2
17/07/2010,0,-26.21,29.8,28.7,-34865.856,2
18/07/2010,0,-26.16,27.5,26.2,-29821.824,2
19/07/2010,0,-26.08,26.9,26.4,-30055.104,2
20/07/2010,0,-26.17,27.8,26.9,-33739.2,2
21/07/2010,0,-26.34,27.8,26.4,-36104.832,2
22/07/2010,0,-26.38,28.7,27.2,-34231.68,2
23/07/2010,0,-26.4,28.4,27,-33862.752,2
24/07/2010,0,-26.45,26.4,25.7,-33992.352,2
25/07/2010,0,-26.31,23.4,22.8,-26440.992,2
26/07/2010,0,-26.29,21.5,21.1,-28405.728,2
27/07/2010,0,-26.29,19.5,18.5,-26954.208,2
28/07/2010,0,-26.29,22.5,21.7,-27724.032,2
29/07/2010,0,-26.3,24,22.7,-27012.96,2
30/07/2010,0,-26.22,18.1,17.6,-29041.632,2
31/07/2010,0,-26.2,20.6,20.3,-28708.128,2
1/8/2010,0,-26.11,23.2,22.8,-25578.72,2
2/8/2010,0,-26.17,25.6,24.4,-29800.224,2
3/8/2010,0,-26.27,24.3,23.2,-34435.584,2
4/8/2010,0,-26.27,24.4,23.7,-32088.096,2
5/8/2010,2,-26.34,22.1,21.1,-33214.752,2
6/8/2010,0,-26.31,19.2,18.7,-30056.832,2
7/8/2010,0,-26.31,21.4,20.7,-31895.424,2
8/8/2010,0,-26.29,23.5,22.5,-29852.064,2
9/8/2010,0,-26.34,24.3,22.8,-32876.064,2
10/8/2010,0,-26.47,25.1,24.1,-34857.216,2
11/8/2010,0,-26.47,26.1,25,-30972.672,2
12/8/2010,0,-26.49,25.4,23.9,-31934.304,2
13/08/2010,0,-26.48,21.8,21.1,-29772.576,2
14/08/2010,13.7,-26.24,20.1,19.5,-24511.68,2
15/08/2010,1.7,-26.18,23.2,22.3,-25590.816,2
16/08/2010,0,-26.24,21.7,20.5,-29272.32,2
17/08/2010,0,-26.3,21.8,20.5,-31472.928,2
18/08/2010,0,-26.3,23,21.8,-32511.456,2
19/08/2010,0,-26.35,24.6,23.3,-33043.68,2
20/08/2010,0,-26.42,26.3,25.7,-34059.744,2
21/08/2010,0,-26.42,26.2,25.7,-32916.672,2
22/08/2010,0,-26.38,26.8,26.4,-31469.472,2
23/08/2010,0,-26.36,26.4,25.7,-32808.672,2
24/08/2010,0,-26.43,26.5,25.2,-33117.12,2
25/08/2010,0,-26.46,26.7,25.5,-32967.648,2
26/08/2010,0,-26.45,26.8,25.6,-31346.784,2
27/08/2010,0,-26.47,26.8,25.5,-31579.2,2
28/08/2010,0,-26.45,26.6,25.9,-31677.696,2
29/08/2010,0,-26.39,23,22.7,-27076.032,2
30/08/2010,0,-26.32,19.2,18.8,-26892.864,2
31/08/2010,0,-26.27,17.9,17.7,-26795.232,2
1/9/2010,0,-26.38,19,18.3,-30089.664,2
2/9/2010,0,-26.44,20.7,20.1,-31979.232,2
3/9/2010,0,-26.49,20.7,20.5,-33538.752,2
4/9/2010,0,-26.53,21.9,21.2,-33483.456,2
5/9/2010,0,-26.48,21.7,20.9,-29690.496,2
6/9/2010,0,-26.41,19.9,18.9,-28638.144,2
7/9/2010,0,-26.44,21.8,20.9,-31135.104,2
8/9/2010,0,-26.42,21.1,20.3,-30061.152,2
9/9/2010,13.3,-26.43,20.6,19.9,-29982.528,2
10/9/2010,0,-26.45,17.4,17.4,-30547.584,2
11/9/2010,0,-26.43,19.9,19.5,-31548.096,2
12/9/2010,0,-26.46,19.3,19.3,-32475.168,2
13/09/2010,0,-26.44,18.5,18.3,-30951.072,2.2
14/09/2010,0.8,-26.35,19.6,19.8,-27964.224,2.1
15/09/2010,0,-26.38,19.5,19,-29839.104,2
16/09/2010,0,-26.39,20.6,19.6,-30348.864,2
17/09/2010,0,-26.45,21.7,21.4,-32432.832,2.1
18/09/2010,0.1,-26.46,22.6,22.4,-32113.152,2.1
19/09/2010,0,-26.37,18.9,18.3,-27957.312,2.1
20/09/2010,0,-26.36,17.4,16.9,-27066.528,2.1
21/09/2010,0,-26.38,16,15.5,-28990.656,2
22/09/2010,0,-26.37,18.2,18.6,-29793.312,2
23/09/2010,0,-26.38,18.1,18.1,-31753.728,2
24/09/2010,0,-26.32,17.4,16.9,-30311.712,2.1
25/09/2010,0,-26.26,16,15.6,-30688.416,2.1
26/09/2010,0.3,-26.25,15.5,15.1,-28810.08,2
27/09/2010,0,-26.36,15.7,15,-30341.088,2.1
28/09/2010,0,-26.48,14.7,14.4,-31285.44,2.1
29/09/2010,0,-26.51,14.5,14.7,-31259.52,2
30/09/2010,0,-26.45,15,14.9,-31089.312,2
1/10/2010,1.1,-26.42,15.7,15.2,-30849.12,2
2/10/2010,0,-26.46,15.9,15.7,-32304.096,2
3/10/2010,0,-26.45,17.2,16.9,-32042.304,2
4/10/2010,0,-26.43,16.5,16.1,-31965.408,2.1
5/10/2010,8.9,-26.38,17.2,16.8,-30345.408,2.1
6/10/2010,0,-26.4,17.3,17.6,-30889.728,2.1
7/10/2010,0,-26.44,17.3,17.5,-31081.536,2.2
8/10/2010,0,-26.44,16.3,17.3,-30754.944,2.3
9/10/2010,0,-26.45,14.1,15.3,-32496.768,2.3
10/10/2010,0,-26.35,13.2,14.1,-30379.968,2.3
11/10/2010,0,-26.34,13.9,14.9,-29392.416,2.2
12/10/2010,0,-26.36,14.6,15.4,-30583.008,2
13/10/2010,0,-26.32,14.5,14.4,-29110.752,2
14/10/2010,0,-26.32,14.2,14.3,-29235.168,2
15/10/2010,0,-26.31,13.6,13.7,-29886.624,2
16/10/2010,0,-26.33,13.6,13.4,-31603.392,2
17/10/2010,0,-26.31,13.5,13,-28698.624,2.1
18/10/2010,0,-26.32,11.3,11.3,-30303.072,2
19/10/2010,0,-26.33,12.6,12.6,-30831.84,2
20/10/2010,0,-26.36,9.9,9.8,-29595.456,2
21/10/2010,0,-26.4,9.6,10.2,-29717.28,2
22/10/2010,0,-26.46,10.7,10.9,-31372.704,2
23/10/2010,0,-26.5,12.9,12.7,-34405.344,2
24/10/2010,0,-26.53,15.1,14.2,-35950.176,2.1
25/10/2010,0,-26.37,13.2,12.8,-30131.136,2.1
26/10/2010,0,-26.43,10,9.9,-28804.896,2.1
27/10/2010,0,-26.51,9.6,9.4,-31369.248,2.1
28/10/2010,0,-26.47,8.8,8.3,-29866.752,2.1
29/10/2010,0,-26.46,8.1,7.6,-30988.224,2.1
30/10/2010,0,-26.45,9.2,9.1,-31577.472,2.1
31/10/2010,0,-26.34,14.3,14.1,-28234.656,2.1
1/11/2010,17.4,-26.28,16.1,16.2,-27807.84,2.1
2/11/2010,0,-26.28,13.6,13.8,-28564.704,2.1
3/11/2010,0,-26.4,12.9,13.7,-29848.608,2.1
4/11/2010,0,-26.49,12.3,13.6,-29685.312,2.1
5/11/2010,0,-26.5,10.3,10.1,-29854.656,2.1
6/11/2010,0,-26.38,9.8,9.7,-29691.36,2.1
7/11/2010,0,-26.26,14,13.2,-29109.024,2.2
8/11/2010,0,-26.14,11.3,11.2,-26610.336,2.2
9/11/2010,25.3,-26.14,11.1,10.8,-29373.408,2.2
10/11/2010,0,-26.27,12.3,11.8,-29467.584,2.3
11/11/2010,0,-26.42,10.8,10.7,-30147.552,2.3
12/11/2010,0.1,-26.35,8.7,8.7,-29397.6,2.3
13/11/2010,0,-26.35,12.6,12.6,-30755.808,2.4
14/11/2010,0,-26.38,12.2,11.9,-29850.336,2.5
15/11/2010,0,-26.32,13.4,13,-27630.72,2.3
16/11/2010,0,-26.3,12.2,12.1,-28092.96,2.3
17/11/2010,0,-26.32,8.6,8.8,-28931.04,2.3
18/11/2010,8,-26.38,7.3,7.1,-30049.056,2.3
19/11/2010,0,-26.41,9.9,10.1,-28932.768,2.3
20/11/2010,0,-26.43,9.8,9.8,-31402.944,2.3
21/11/2010,30,-26.27,9.7,9.6,-27476.928,2.5
22/11/2010,0,-26.26,10.7,10.2,-28959.552,2.9
23/11/2010,0,-26.29,8.1,7.9,-29817.504,3.2
24/11/2010,0,-26.33,6.7,6.7,-28704.672,3.1
25/11/2010,0,-26.32,5.1,4.9,-27649.728,2.8
26/11/2010,7.2,-26.25,5.2,4.9,-28281.312,2.7
27/11/2010,0,-26.35,4.1,4.2,-30666.816,2.7
28/11/2010,0,-26.22,4,4.4,-22046.688,3.1
29/11/2010,0,-26.31,7.8,7.2,-29669.76,3.6
30/11/2010,0,-26.33,5.6,5.7,-29575.584,3.9
1/12/2010,23.4,-26.26,10.3,10.2,-33183.648,3.9
2/12/2010,0,-26.37,9.4,9.4,-33795.36,3.7
3/12/2010,9.1,-26.41,5.4,5,-35647.776,3.7
4/12/2010,0,-26.42,4.7,4.7,-34488.288,3.3
5/12/2010,0,-26.3,2.3,2.1,-30179.52,3
6/12/2010,0,-26.16,11.3,11,-29930.688,2.8
7/12/2010,0,-26.08,14.5,14.3,-30852.576,2.8
8/12/2010,0,-26.04,14.9,14,-31396.032,2.7
9/12/2010,0,-25.92,13.4,13.1,-29807.136,2.4
10/12/2010,0,-25.97,6.1,6.2,-29709.504,2.3
11/12/2010,0,-25.94,2.3,2,-31220.64,2.4
12/12/2010,0,-25.68,6,5.9,-29291.328,2.4
13/12/2010,0,-25.76,5.1,5.5,-30348,2.3
14/12/2010,0,-25.72,1,0.9,-28461.888,2.1
15/12/2010,0,-25.65,1,1,-29501.28,2.6
16/12/2010,0,-25.62,-1.4,-1.5,-31635.36,2.6
17/12/2010,0,-25.54,-2.1,-2.3,-31293.216,2.4
18/12/2010,7.3,-25.49,2.2,2.1,-32840.64,2.7
19/12/2010,0,-25.48,-0.1,0.3,-28566.432,2.7
20/12/2010,0,-25.34,4.1,4.1,-27582.336,2.5
21/12/2010,0,-25.32,9.2,9.3,-29841.696,2.5
22/12/2010,0,-25.26,12,11.1,-29493.504,2.7
23/12/2010,0,-25.14,13.9,13.6,-29698.272,2.7
24/12/2010,0,-25.08,10.3,10,-29586.816,2.7
25/12/2010,0,-25.01,7.5,7.2,-25193.376,2.8
26/12/2010,0,-24.96,5.7,5.6,-24894.432,2.8
27/12/2010,0,-25.03,3,2.5,-27683.424,2.8
28/12/2010,0,-24.99,0.9,1.4,-27668.736,2.8
29/12/2010,0,-24.97,0.8,1.3,-27401.76,2.8
30/12/2010,0,-24.86,4.3,4.3,-27473.472,2.6
31/12/2010,0,-24.86,4.1,4.3,-29916.864,2.5
1/1/2011,0,-24.82,5.6,5.5,-28958.688,2.5
2/1/2011,0,-24.64,6.3,6.2,-26367.552,2.4
3/1/2011,0,-24.71,5.1,4.9,-29775.168,2.3
4/1/2011,0,-24.66,0.1,0.9,-27673.92,2.3
5/1/2011,0.3,-24.6,2.1,2.1,-27760.32,2.4
6/1/2011,0,-24.56,6.5,6.8,-27187.488,2.6
7/1/2011,0,-24.53,11.4,11.6,-29020.032,2.4
8/1/2011,0,-24.53,9.1,9,-29743.2,2.4
9/1/2011,0,-24.47,4.8,5.2,-28448.064,2.6
10/1/2011,0.5,-24.38,7,7.1,-27772.416,2.3
11/1/2011,0.9,-24.3,8,7.8,-27477.792,2.4
12/1/2011,0,-24.32,4.5,5.3,-28899.936,2.3
13/01/2011,0,-24.27,3.7,3.9,-27804.384,2.3
14/01/2011,0,-24.26,3.6,4.1,-27967.68,2.3
15/01/2011,0,-24.27,8,8.3,-29808,2.3
16/01/2011,0,-24.27,4,4.7,-28378.08,2.3
17/01/2011,0,-24.19,4.1,4.3,-26835.84,2.3
18/01/2011,0,-24.14,4,3.7,-26974.944,2.3
19/01/2011,0.1,-24.06,6,5.8,-27190.944,2.3
20/01/2011,17.2,-23.98,4.5,4.4,-26435.808,2.4
21/01/2011,0,-23.98,3.7,3.3,-27414.72,2.5
22/01/2011,0,-23.96,3.9,3.5,-29806.272,2.4
23/01/2011,0,-23.92,2.5,2,-26606.016,2.4
24/01/2011,0,-23.95,1,1.1,-27803.52,2.4
25/01/2011,0,-23.89,1.1,1,-27975.456,2.3
26/01/2011,0,-23.8,4.6,4.1,-27575.424,2.2
27/01/2011,0,-23.82,5.9,6.1,-28459.296,2.3
28/01/2011,0,-23.85,7.8,7.1,-27580.608,2.5
29/01/2011,0,-23.9,5.5,5.1,-28166.4,2.4
30/01/2011,5.9,-23.84,5,5.3,-26755.488,2.4
31/01/2011,0,-23.79,4.1,4.2,-25154.496,2.5
1/2/2011,0,-23.77,4.4,6.6,-26838.432,2.4
2/2/2011,0,-23.72,4.5,6.5,-27780.192,2.4
3/2/2011,0,-23.7,6.2,6.3,-27304.992,2.4
4/2/2011,0,-23.75,8.2,7.6,-27851.04,2.4
5/2/2011,0,-23.73,4.7,4.6,-28121.472,2.3
6/2/2011,0,-23.67,4.4,4.4,-26226.72,2.3
7/2/2011,0,-23.62,4.7,4.9,-26167.968,2.2
8/2/2011,0,-23.59,5.2,4.9,-25812,2.4
9/2/2011,0,-23.53,2.4,2.3,-25933.824,2.3
10/2/2011,0,-23.53,2.6,2.1,-25098.336,2.3
11/2/2011,0,-23.5,5.4,5,-25890.624,2.3
12/2/2011,0,-23.45,7.6,7.2,-27174.528,2.3
13/02/2011,0,-23.4,7.5,7.1,-25221.024,2.3
14/02/2011,0,-23.38,6.4,6,-26765.856,2.3
15/02/2011,0,-23.34,7.7,7.8,-26916.192,2.3
16/02/2011,8.4,-23.25,8.4,7.8,-25251.264,2.3
17/02/2011,0,-23.3,8.8,8.2,-26105.76,2.4
18/02/2011,0,-23.29,8,7.9,-26798.688,2.4
19/02/2011,0,-23.38,8.3,8.4,-29152.224,2.3
20/02/2011,10.1,-23.35,6.6,6.2,-25587.36,2.3
21/02/2011,0,-23.24,6,5.6,-24712.992,2.5
22/02/2011,0,-23.25,4.8,5,-26079.84,2.3
23/02/2011,0,-23.3,3.7,3.5,-26104.032,2.3
24/02/2011,0,-23.31,2.8,2.9,-26354.592,2.4
25/02/2011,0,-23.32,4.1,4,-27532.224,2.3
26/02/2011,0,-23.28,3.2,3.3,-28378.944,2.4
27/02/2011,0,-23.2,2.2,2.1,-25373.088,2.4
28/02/2011,0.2,-23.18,6.1,6.6,-27232.416,2.4
1/3/2011,0,-23.19,7.3,6.9,-25581.312,2.4
2/3/2011,0,-23.21,5.2,4.6,-26464.32,2.7
3/3/2011,0,-23.23,7.6,7,-26713.152,2.7
4/3/2011,0,-23.26,5.9,6.2,-27731.808,2.7
5/3/2011,4.7,-23.22,6,5.7,-29690.496,2.6
6/3/2011,0,-23.24,7.9,7.7,-28866.24,2.6
7/3/2011,0,-23.33,4.8,4.7,-28577.664,2.3
8/3/2011,0,-23.36,3.3,3,-28226.016,2.5
9/3/2011,0,-23.27,2.7,2.4,-28563.84,2.5
10/3/2011,0,-23.28,4.4,3.7,-28982.88,2.4
11/3/2011,0,-23.28,6.4,5.6,-29042.496,2.4
12/3/2011,0,-23.28,7,6.3,-30348.864,2.4
13/03/2011,0,-23.2,8.3,8.1,-27560.736,2.4
14/03/2011,0.3,-23.2,14.2,13.9,-26625.024,2.4
15/03/2011,0,-23.2,14.4,14.4,-28100.736,2.4
16/03/2011,32.1,-23.15,12,11.7,-30709.152,2.6
17/03/2011,0,-23.18,10.4,9.9,-28430.784,2.8
18/03/2011,0,-23.2,11.1,10.5,-28263.168,2.8
19/03/2011,0,-23.28,10.8,10.8,-30462.048,2.7
20/03/2011,0.1,-23.26,7.1,7.1,-27335.232,2.6
21/03/2011,0,-23.24,6.6,6.5,-28293.408,2.5
22/03/2011,0,-23.28,8.9,8.4,-28413.504,2.5
23/03/2011,0,-23.26,11.3,10.8,-28067.904,2.5
24/03/2011,0,-23.28,11.6,11.4,-28994.112,2.5
25/03/2011,0,-23.23,10.6,10.3,-29394.144,2.4
26/03/2011,0,-23.18,11.8,11.3,-29109.024,2.5
27/03/2011,0,-23.16,11.2,10.5,-28211.328,2.4
28/03/2011,14.5,-23.05,11.4,11.1,-24828.768,2.5
29/03/2011,0,-23.06,10.8,10.5,-26783.136,2.6
30/03/2011,0,-23.14,11,10.9,-28168.128,2.4
31/03/2011,0,-23.16,12.1,11.8,-28601.856,2.4
1/4/2011,0,-23.18,13.2,12.9,-28645.056,2.4
2/4/2011,0,-23.19,15.4,14.9,-29773.44,2.4
3/4/2011,0,-23.15,15.9,15.2,-28059.264,2.4
4/4/2011,0,-23.16,16.2,15.2,-28353.024,2.4
5/4/2011,0,-23.19,13.4,13.4,-28404,2.3
6/4/2011,0,-23.19,16,15.2,-29351.808,2.1
7/4/2011,0,-23.2,17.8,16.9,-29705.184,2
8/4/2011,0,-23.16,17.4,15.9,-30732.48,2
9/4/2011,0,-23.16,18.1,17,-30824.064,2
10/4/2011,0,-23.15,17.8,17.5,-27570.24,2.1
11/4/2011,0,-23.13,16,16.1,-26954.208,2
12/4/2011,0,-23.11,16,15.3,-28009.152,2
13/04/2011,0,-23.1,11.1,10.6,-27333.504,2.1
14/04/2011,5.2,-23.14,8.2,7.7,-28489.536,2.1
15/04/2011,0,-23.07,10.1,10.1,-27662.688,2.1
16/04/2011,0,-23.12,11.1,10.6,-30933.792,2.1
17/04/2011,0,-23.13,12.2,11.6,-28012.608,2.1
18/04/2011,0,-23.13,11.8,12.3,-29924.64,2.2
19/04/2011,0,-23.16,12.8,12.7,-31959.36,2.2
20/04/2011,0,-23.19,14.1,13.6,-31262.112,2.2
21/04/2011,0,-23.26,15.2,14.3,-31243.968,2.2
22/04/2011,0,-23.18,15.6,15,-30381.696,2.2
23/04/2011,0,-23.22,14.4,14,-29653.344,2
24/04/2011,0.6,-23.08,16,15.9,-23283.072,2
25/04/2011,0,-22.95,14.6,15,-23828.256,2
26/04/2011,0,-22.94,14.5,14.5,-27139.968,2.2
27/04/2011,0,-23.02,15.2,14.8,-29260.224,2.2
28/04/2011,0,-23.05,13.9,13.6,-29072.736,2
29/04/2011,0,-23.07,13.2,12.8,-28757.376,2.2
30/04/2011,0,-22.96,14.6,14.2,-26269.92,2.4
1/5/2011,0,-22.96,16.6,16,-26502.336,2.2
2/5/2011,0,-23,15.5,15,-28351.296,2
3/5/2011,0,-22.96,17.3,16.8,-26939.52,2
4/5/2011,0,-23.08,14.3,13.4,-28840.32,2
5/5/2011,0,-23.17,14,12.9,-29166.912,2
6/5/2011,0,-23.21,14.2,13.8,-29988.576,2
7/5/2011,0,-23.29,16.8,16,-33290.784,2
8/5/2011,0,-23.23,17.5,16.6,-29727.648,2
9/5/2011,0,-23.25,14.7,14.5,-28951.776,2
10/5/2011,0,-23.29,17.5,17.1,-31477.248,2
11/5/2011,0,-23.34,17.9,17.1,-31568.832,2
12/5/2011,0,-23.36,19.6,18.4,-33018.624,2
13/05/2011,0,-23.43,20.8,19.2,-32984.928,2
14/05/2011,0,-23.47,20,18.9,-33477.408,2.1
15/05/2011,0,-23.4,14.3,13.7,-29056.32,2.4
16/05/2011,1,-23.25,13.7,13.1,-26257.824,2.2
17/05/2011,0,-23.3,13.9,13.5,-28012.608,2
18/05/2011,0,-23.26,16.2,15.8,-28312.416,2
19/05/2011,0,-23.31,18.3,17.6,-32511.456,2
20/05/2011,0,-23.34,19.3,18,-30986.496,2
21/05/2011,0,-23.3,19,18.6,-29997.216,2
22/05/2011,0,-23.3,20.1,19.3,-28714.176,2
23/05/2011,0,-23.36,20.9,20.1,-31453.92,2
24/05/2011,0,-23.35,22.2,21.6,-33283.872,2
25/05/2011,0,-23.47,22.5,22,-35090.496,2
26/05/2011,0,-23.48,23.6,23,-33277.824,2
27/05/2011,0,-23.41,23.1,21.9,-31238.784,2
28/05/2011,10,-23.34,20.6,20.4,-28546.56,2
29/05/2011,0,-23.33,18.7,18.4,-26748.576,2
30/05/2011,0,-23.31,20.9,20.4,-28440.288,2
31/05/2011,0,-23.4,21.5,20.1,-30044.736,2
1/6/2011,0,-23.33,19.8,19.4,-26031.456,2
2/6/2011,0,-23.25,20.5,20.6,-24096.96,2
3/6/2011,0,-23.29,21.4,21.7,-26683.776,2
4/6/2011,0,-23.27,19.7,19.6,-25780.032,2
5/6/2011,5,-23.18,18.3,18,-24639.552,2
6/6/2011,0,-23.18,21.8,21.1,-27180.576,2
7/6/2011,3.4,-23.18,20.8,20.3,-26784.864,2
